"RecipientEmail","Wave","Finished_T1","gender","birthyear","education","children","work_hours","work_days","T1_panas_jov_1","T1_panas_sad_1","T1_panas_gen_pos_2","T1_panas_guilt_4","T1_panas_hos_1","T1_panas_ser_2","T1_panas_guilt_2","T1_panas_jov_7","T1_panas_att_1","T1_panas_fear_1","T1_panas_jov_4","T1_panas_sad_5","T1_panas_shy_1","T1_panas_fat_2","T1_panas_fear_3","T1_panas_shy_4","T1_panas_fat_1","T1_panas_sur_2","T1_panas_sad_4","T1_panas_gen_neg_2","T1_panas_self_ass_1","T1_panas_fear_2","T1_panas_fat_3","T1_panas_guilt_5","T1_panas_sur_1","T1_panas_jov_3","T1_panas_jov_5","T1_panas_att_3","T1_panas_self_ass_2","T1_panas_shy_2","T1_panas_hos_5","T1_panas_fear_6","T1_panas_hos_2","T1_panas_sad_2","T1_panas_self_ass_5","T1_panas_sur_3","T1_panas_ser_1","T1_panas_att_2","T1_panas_fear_4","T1_panas_gen_pos_3","T1_panas_hos_3","T1_panas_gen_neg_1","T1_panas_jov_6","T1_panas_hos_6","T1_panas_jov_2","T1_panas_hos_4","T1_panas_guilt_3","T1_panas_self_ass_6","T1_panas_gen_pos_1","T1_panas_self_ass_4","T1_panas_ser_3","T1_panas_jov_8","T1_panas_self_ass_3","T1_panas_sad_3","T1_panas_fear_5","T1_panas_att_4","T1_panas_guilt_1","T1_panas_shy_3","T1_panas_fat_4","T1_panas_guilt_6","Finished_T2","req_detach_1","req_detach_2","req_detach_3","req_detach_4","req_relax_1","req_relax_2","req_relax_3","req_relax_4","req_mastery_1","req_mastery_2","req_mastery_3","req_mastery_4","req_control_1","req_control_2","req_control_3","req_control_4","has_1","has_2","has_3","has_4","has_5","has_6","has_7","has_8","has_9","has_10","has_11","has_12","has_13","has_14","has_15","has_16","has_17","has_18","has_19","has_20","has_21","has_22","has_23","has_24","has_25","has_26","has_27","has_28","has_29","has_30","has_31","has_32","has_33","has_34","has_35","has_36","has_37","has_38","has_39","has_40","has_41","has_42","has_43","has_44","has_45","has_46","has_47","has_48","has_49","has_50","has_51","has_52","has_53","upl_1","upl_2","upl_3","upl_4","upl_5","upl_6","upl_7","upl_8","upl_9","upl_10","upl_11","upl_12","upl_13","upl_14","upl_15","upl_16","upl_17","upl_18","upl_19","upl_20","upl_21","upl_22","upl_23","upl_24","upl_25","upl_26","upl_27","upl_28","upl_29","upl_30","upl_31","upl_32","upl_33","upl_34","upl_35","upl_36","upl_37","upl_38","upl_39","upl_40","upl_41","upl_42","upl_43","upl_44","upl_45","upl_46","upl_47","upl_48","upl_49","upl_50","upl_51","upl_52","upl_53","Finished_T3","T3_panas_jov_1","T3_panas_sad_1","T3_panas_gen_pos_2","T3_panas_guilt_4","T3_panas_hos_1","T3_panas_ser_2","T3_panas_guilt_2","T3_panas_jov_7","T3_panas_att_1","T3_panas_fear_1","T3_panas_jov_4","T3_panas_sad_5","T3_panas_shy_1","T3_panas_fat_2","T3_panas_fear_3","T3_panas_shy_4","T3_panas_fat_1","T3_panas_sur_2","T3_panas_sad_4","T3_panas_gen_neg_2","T3_panas_self_ass_1","T3_panas_fear_2","T3_panas_fat_3","T3_panas_guilt_5","T3_panas_sur_1","T3_panas_jov_3","T3_panas_jov_5","T3_panas_att_3","T3_panas_self_ass_2","T3_panas_shy_2","T3_panas_hos_5","T3_panas_fear_6","T3_panas_hos_2","T3_panas_sad_2","T3_panas_self_ass_5","T3_panas_sur_3","T3_panas_ser_1","T3_panas_att_2","T3_panas_fear_4","T3_panas_gen_pos_3","T3_panas_hos_3","T3_panas_gen_neg_1","T3_panas_jov_6","T3_panas_hos_6","T3_panas_jov_2","T3_panas_hos_4","T3_panas_guilt_3","T3_panas_self_ass_6","T3_panas_gen_pos_1","T3_panas_self_ass_4","T3_panas_ser_3","T3_panas_jov_8","T3_panas_self_ass_3","T3_panas_sad_3","T3_panas_fear_5","T3_panas_att_4","T3_panas_guilt_1","T3_panas_shy_3","T3_panas_fat_4","T3_panas_guilt_6","age","req_control","req_detach","req_relax","req_mastery","hassles","T1_panas_negative","T1_panas_fear","T1_panas_sadness","T1_panas_guilt","T1_panas_hostility","T1_panas_shyness","T1_panas_fatigue","T1_panas_positive","T1_panas_joviality","T1_panas_self_assurance","T1_panas_attentiveness","T1_panas_serenity","T1_panas_surprise","T3_panas_negative","T3_panas_fear","T3_panas_sadness","T3_panas_guilt","T3_panas_hostility","T3_panas_shyness","T3_panas_fatigue","T3_panas_positive","T3_panas_joviality","T3_panas_self_assurance","T3_panas_attentiveness","T3_panas_serenity","T3_panas_surprise"
"3e7418c3ec1aae900a5416361ef0aa5ceba825f2e4be193cb148190d281f180d",31,1,1,1995,4,0,28,5,4,2,4,3,1,3,1,3,4,2,4,2,1,4,1,1,3,1,2,2,3,1,3,1,2,4,1,4,3,1,2,1,1,2,4,2,3,3,1,4,3,3,4,1,4,3,2,4,1,1,4,3,3,1,1,4,1,1,3,2,1,4,5,5,5,4,4,5,4,2,1,3,2,4,3,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,3,1,1,1,3,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,2,1,4,3,4,2,1,3,2,3,3,2,4,3,1,3,1,1,3,1,2,3,1,2,2,1,1,3,1,3,3,1,1,1,1,2,3,2,3,3,1,1,2,2,1,2,4,2,1,3,1,1,3,3,3,1,1,4,1,1,1,2,26,3.75,4.75,4.25,2,69,1.8,1.16666666666667,1.8,1.66666666666667,1.83333333333333,1,3.25,3.1,3.375,3,3.75,3.33333333333333,1.66666666666667,1.6,1.33333333333333,2.2,1.5,1.5,1,2.25,2.5,2.875,2.33333333333333,3.25,3,1.33333333333333
"3ee4c8aa36fbc7e822de633d545bc704043fd191e51db453aa64a8be2a903ce4",23,1,1,1984,6,1,27,5,3,2,3,3,1,3,3,4,3,4,3,4,1,5,2,1,4,3,1,3,3,2,4,1,2,3,4,3,2,4,1,2,2,1,4,3,3,1,2,2,3,2,3,4,3,4,1,4,3,3,4,1,3,3,1,3,1,3,4,2,1,1,1,1,2,1,4,3,3,4,3,3,4,2,5,5,4,2,1,2,1,1,2,1,1,1,1,3,1,4,1,1,4,4,2,1,1,3,1,1,4,1,1,1,1,1,2,3,2,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,1,4,4,4,3,4,3,2,4,4,4,2,3,1,3,4,2,1,3,3,3,2,1,2,2,1,1,3,1,1,2,2,2,4,2,3,2,3,3,1,3,4,4,1,4,3,3,3,2,4,1,1,3,3,1,3,4,4,5,1,3,4,4,4,2,3,3,4,4,3,4,3,2,1,4,3,3,2,1,2,4,3,4,4,3,1,1,1,1,4,3,3,2,1,4,2,3,3,1,4,1,1,3,4,4,3,3,2,2,2,4,1,1,2,2,37,4,1.25,2.75,3.5,87,2.2,2.16666666666667,2.2,1.83333333333333,2.5,2.25,4.25,2.9,3,3.16666666666667,2.5,3.33333333333333,2.66666666666667,2.3,2,2.2,2.33333333333333,1.16666666666667,3,2.75,3.7,3.375,3.33333333333333,3.5,3,2.33333333333333
"3f2411a6e899a9c8703982e167fb8edd0cf0d80c77c4c7c6f93339eece304659",15,1,2,1961,6,1,39.4,5,4,1,4,1,1,3,1,3,4,1,3,2,1,3,2,1,3,2,1,1,2,2,3,1,1,4,4,4,4,3,1,1,1,1,3,3,3,3,2,4,3,3,4,1,3,2,1,4,3,3,4,4,4,1,1,4,1,1,1,1,1,4,3,3,5,4,4,4,4,2,2,3,3,4,4,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,NA,4,1,1,4,4,3,3,4,3,1,1,1,1,1,1,4,3,3,2,2,3,1,1,1,1,1,3,1,3,3,4,4,4,2,4,2,2,2,1,3,2,2,3,2,2,3,3,3,3,1,1,3,NA,1,3,1,4,1,1,3,1,3,4,1,3,2,1,3,1,1,2,1,1,2,3,1,3,1,1,4,3,4,3,2,1,1,1,1,3,1,3,3,1,4,3,2,3,1,3,2,1,4,4,1,3,3,4,1,1,4,1,1,2,1,60,4,3.75,4,2.5,61,1.6,1.5,1.2,1,1.5,1.5,2.5,3.6,3.625,3.33333333333333,3.75,3.33333333333333,2,1.4,1,1.2,1,1.5,1.25,2.5,3.5,3.125,3,3.75,3,1
"40bdb3a47a971010ce057bbf9d464b548de159b2754e1e4354e5d61cbd6eac40",23,1,2,1989,2,1,35,5,4,3,4,1,1,4,1,2,2,2,4,3,3,4,1,1,3,1,1,3,1,2,4,3,1,5,2,5,4,4,1,1,1,1,4,3,3,2,1,2,4,1,3,1,3,2,1,3,2,1,4,3,1,1,2,3,1,4,2,4,1,4,2,3,5,5,5,5,4,2,1,1,1,3,4,5,5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,4,1,1,1,1,1,4,1,2,1,1,4,1,3,3,2,4,1,3,4,2,1,3,2,1,1,1,2,3,1,2,5,3,4,3,4,1,2,1,1,4,3,4,3,1,3,3,2,3,1,3,1,1,3,2,1,3,2,1,1,1,3,1,3,4,4,32,4.25,3.5,4.75,1.25,60,1.7,1.5,1.8,1.83333333333333,1.66666666666667,3,3.25,2.9,3.25,2.33333333333333,3,3.66666666666667,1.66666666666667,1.5,1.66666666666667,1,1.5,1.33333333333333,2.75,3.5,3,3.375,2.16666666666667,3.25,3.66666666666667,2.33333333333333
"415220d83fc87273b68ba3759747a98b29ea90018925138799e2d1600f0e6a21",31,1,2,1984,4,1,35,5,4,3,4,3,1,2,2,4,4,2,4,3,1,5,3,1,5,3,4,4,3,4,5,2,3,3,3,4,3,1,3,1,2,4,3,3,3,2,1,4,5,4,3,1,4,3,2,4,3,4,3,2,3,4,2,4,2,2,4,3,1,4,4,5,5,4,4,3,3,3,3,4,4,4,5,4,3,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,4,3,2,3,2,1,3,2,2,1,2,1,3,3,2,2,1,4,2,4,2,2,1,1,3,1,1,1,2,1,3,1,2,1,2,3,2,4,3,4,1,4,3,3,3,3,4,3,3,2,3,2,2,1,3,3,1,1,1,1,1,2,2,2,1,2,3,2,3,3,2,3,2,3,2,3,3,1,2,3,1,2,3,2,4,3,1,1,2,3,1,3,4,3,4,2,2,3,2,4,2,3,4,3,5,3,3,4,3,3,4,3,4,5,2,3,3,2,3,2,3,4,3,3,4,3,2,2,2,2,4,4,5,3,2,3,4,3,3,2,1,3,2,3,4,2,3,2,2,4,4,37,4,4.5,3.5,3.5,99,2.8,2.16666666666667,3.6,2.33333333333333,2.5,1.25,4.75,3.4,3.375,3.33333333333333,3.5,2.66666666666667,3,3.2,2.66666666666667,3.8,3,3.16666666666667,2.75,4.5,2.7,2.625,2.5,3,2.33333333333333,2.66666666666667
"416d862a213483f5c913f40e2798d1aebccf803263fd19a56dfded9428746894",26,1,2,1983,4,1,35,5,4,2,5,1,1,4,1,4,4,1,4,3,2,4,2,2,4,3,1,2,2,2,4,1,2,3,3,3,4,2,2,2,1,3,5,4,3,4,2,4,3,3,4,1,4,2,1,4,4,3,3,3,3,2,2,4,1,2,1,2,1,3,3,3,3,4,4,4,2,1,2,5,3,2,4,4,4,2,3,1,1,1,3,1,1,2,1,1,2,2,2,3,1,3,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,3,2,1,4,4,3,4,4,4,2,4,2,3,3,2,4,2,4,3,3,3,1,2,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,4,4,3,2,4,3,2,4,4,4,4,4,2,3,3,1,4,1,5,1,1,1,1,4,4,1,4,1,1,3,2,1,2,4,1,1,3,1,3,1,3,4,4,4,4,1,1,2,1,1,4,4,5,3,2,4,3,2,4,1,4,1,1,4,4,4,5,5,4,1,1,4,1,1,1,2,38,3.5,3,3.5,2.75,87,1.9,1.83333333333333,2.2,1.16666666666667,1.66666666666667,2,3.25,4,3.625,3.5,3.75,3.33333333333333,3,1.5,1.5,1,1.16666666666667,1.33333333333333,1,2.25,4,4.125,3.83333333333333,3.75,3.66666666666667,3.66666666666667
"417d375d5a807f20e8e8e6bcf51648027e6a4e4e74e4a91872f32c2f272b68dd",11,1,2,1990,7,0,35,5,4,1,4,3,1,2,2,3,4,1,4,1,2,2,2,2,2,1,2,2,2,3,2,2,1,4,3,3,3,2,3,2,2,2,3,3,3,2,5,3,3,3,4,2,4,2,1,4,2,2,4,4,2,1,1,4,1,2,2,2,1,4,3,4,4,5,5,5,5,1,1,3,1,4,4,4,5,1,3,3,1,2,4,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,3,2,4,3,4,2,2,4,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,2,4,4,2,2,1,1,4,1,1,2,3,4,1,1,2,1,3,4,3,3,3,2,3,2,1,2,1,3,2,3,2,2,1,1,2,2,4,4,2,2,1,1,2,3,3,1,2,2,2,2,1,2,1,2,1,1,4,4,1,3,3,2,3,1,3,1,1,1,2,31,4.25,3.75,5,1.5,68,2.3,2.33333333333333,1.4,1.83333333333333,2.16666666666667,2,2,3,3.75,2.66666666666667,3.25,3,1.66666666666667,1.7,1.83333333333333,2.8,1.16666666666667,1.33333333333333,1.5,2,3.2,2.375,2.83333333333333,3.25,2,1.66666666666667
"41ba7d95b73f46ff01385d0fadd72f761b5d19cd56f3d97b95a41936270ae394",26,1,2,1972,5,1,39.4,5,3,4,3,4,1,2,1,2,5,2,3,4,3,4,1,1,4,2,4,5,2,2,4,2,1,1,1,4,3,1,2,1,1,4,2,1,1,2,1,3,2,3,1,1,1,1,1,4,1,1,3,1,3,4,2,4,1,1,3,4,1,3,3,5,5,5,5,5,5,4,3,4,3,5,5,5,5,2,1,1,1,1,2,2,2,1,2,1,3,3,4,4,1,4,3,3,4,2,1,1,2,1,1,3,1,1,1,3,3,1,3,3,3,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,4,4,3,2,1,1,2,1,1,4,2,4,2,1,3,1,2,5,1,4,2,1,3,1,1,2,1,4,3,2,1,3,2,1,3,1,4,2,1,1,1,1,4,4,1,3,3,1,4,2,2,3,1,4,2,1,4,2,1,3,3,4,2,1,4,1,1,2,3,49,5,4,5,3.5,99,2,1.5,4,2.16666666666667,1.33333333333333,1.5,3.75,2.6,1.625,2.5,3.75,2,1.33333333333333,1.4,1,2.8,1.66666666666667,1.33333333333333,1,2.5,3.1,3,2.83333333333333,4,3,1
"442a0247926d3b263daeb8b98f44c455bb05dbd8446f23a9391abc8e85c21469",24,1,2,1981,4,1,39,5,3,2,4,2,1,3,1,3,4,1,3,2,1,3,1,1,2,1,1,1,2,1,2,2,1,4,2,4,4,2,3,1,1,1,4,2,3,3,2,3,3,3,4,1,4,3,1,3,2,1,4,4,2,1,1,3,1,1,1,2,1,3,3,3,5,4,3,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,3,1,4,1,3,1,1,1,1,3,3,1,1,1,1,2,3,1,3,1,1,1,1,1,2,3,4,1,1,1,2,4,4,1,4,3,1,4,4,3,3,3,2,1,1,1,3,3,2,3,2,4,4,1,3,1,1,2,4,3,3,3,2,3,4,3,4,2,4,4,1,4,2,1,3,4,3,1,1,4,1,1,1,2,40,2,3.5,2.5,1,61,1.7,1.16666666666667,1.4,1.5,2,1.25,2,3.3,3.375,2.66666666666667,3.5,3.33333333333333,1.33333333333333,2.2,1.66666666666667,2.2,1.66666666666667,2.5,1.5,2.75,3.4,3.375,2.83333333333333,3.75,2.33333333333333,2.66666666666667
"4887edf9cf7d5de8a501437c59c37a95d8e133e2522e59dbdc0483c1c76382cb",17,1,2,1998,4,0,35,5,4,1,5,2,1,2,2,3,3,1,4,1,1,2,2,1,1,2,1,1,1,2,2,2,3,4,3,5,4,2,2,1,1,3,3,2,2,4,1,4,2,1,4,1,3,1,1,3,2,1,3,3,2,1,1,3,1,2,2,1,1,3,1,1,4,2,1,2,2,4,5,4,2,3,5,3,3,1,4,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,4,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,2,4,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,2,4,2,1,3,2,3,3,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,2,3,3,2,2,1,1,2,3,2,3,3,1,4,2,2,5,1,3,1,1,2,1,1,2,3,1,1,1,3,1,1,1,3,23,3.5,2.25,1.75,3.75,72,1.4,1.33333333333333,1.4,1.5,1.33333333333333,1.5,1.75,3.6,3.5,2.33333333333333,3.75,2.33333333333333,2.33333333333333,1.6,1.16666666666667,1.6,1.83333333333333,1.33333333333333,1.25,1.75,2.9,3.375,2,3,2.66666666666667,2
"48bba575b8cfd01e560ff9a0ea3b492097d83c6ea833d0b30fe4210142affdf8",26,1,2,1996,6,0,39,5,3,2,2,1,1,4,1,2,2,4,3,4,1,3,4,2,2,1,1,4,2,2,3,1,2,3,1,1,2,3,3,1,1,1,2,3,1,3,4,3,1,3,3,1,2,4,1,2,1,1,2,1,1,3,4,2,1,2,1,2,1,3,3,4,4,4,4,4,3,2,3,3,3,4,4,4,4,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,3,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,3,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,3,1,4,4,4,4,3,2,2,3,3,1,1,1,2,1,4,2,3,3,3,3,1,2,1,1,1,2,3,2,3,2,1,3,2,1,3,2,2,1,3,2,1,1,1,3,3,4,1,4,2,1,2,3,1,4,2,2,2,2,4,1,2,4,2,4,2,2,5,2,3,2,2,1,1,1,2,2,3,2,4,4,3,2,2,1,2,2,1,3,2,4,2,2,3,4,2,1,3,4,2,3,2,2,1,2,3,1,1,1,4,1,2,1,2,25,4,3.5,3.75,2.75,82,2.9,3.16666666666667,2.2,1.16666666666667,1.83333333333333,2,2.25,1.9,2.25,1.66666666666667,2,2.33333333333333,2,1.9,1.83333333333333,1.4,2,2.33333333333333,2.25,2.5,2.7,3.25,1.66666666666667,3.25,3.33333333333333,2
"48e77bbda95b5132597a14436d620c1928e2f6926ff24cd63956a9319f216bfe",26,1,2,1990,4,0,39,5,3,1,3,2,2,4,2,3,3,1,4,1,1,3,1,1,3,3,1,1,1,1,5,1,1,3,1,3,3,1,1,1,2,2,2,1,4,3,1,2,4,2,3,1,2,1,1,3,2,1,3,1,5,4,1,3,1,2,3,1,1,4,3,5,5,5,5,3,3,2,2,1,3,5,5,4,3,1,1,1,2,1,1,3,1,1,2,3,3,2,2,2,1,2,3,3,4,3,2,2,1,1,1,3,1,1,2,4,2,3,3,3,4,4,3,3,2,4,1,1,1,2,1,3,2,1,1,1,2,1,1,4,4,3,4,2,2,4,1,1,3,2,1,1,1,3,1,2,2,1,2,1,2,1,1,1,3,1,1,2,1,1,3,2,2,1,1,1,2,1,1,1,1,1,2,3,2,4,3,1,1,3,1,1,3,1,3,1,1,4,1,3,2,1,2,1,1,5,3,1,4,1,1,1,1,1,3,1,1,3,1,3,2,1,4,1,1,1,1,1,2,1,1,1,4,2,1,1,2,1,1,3,2,1,2,1,5,1,1,2,1,1,4,1,31,4.25,4.25,4,2,108,1.5,1,1.8,1.33333333333333,1.83333333333333,1.25,3.5,2.5,2.5,2.5,3,3.66666666666667,1.66666666666667,1.9,1.33333333333333,1,1,2,1,4,1.9,2,2.16666666666667,2,2.66666666666667,1
"4951129d362c9eb5dff4b2649eeaf034e89980d5cc8a154aafa91a5c885f31de",14,1,2,1989,4,0,38,5,4,1,4,1,1,4,1,4,4,1,4,1,1,3,1,1,1,1,2,1,1,1,1,1,2,4,2,4,4,1,1,1,1,1,4,3,5,3,1,4,1,1,4,1,4,1,1,4,2,1,4,4,4,1,1,4,1,1,1,1,1,4,4,4,5,5,5,5,5,5,2,3,3,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,3,3,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,3,3,3,1,1,1,1,1,3,1,4,1,1,3,1,4,3,1,3,1,1,4,1,1,2,1,1,1,1,1,2,1,1,4,4,4,4,1,1,1,1,1,1,1,3,3,1,4,2,1,4,1,4,1,1,4,1,1,4,4,1,1,1,4,1,1,1,1,32,4.75,4.25,5,3.25,55,1,1,1.2,1,1,1,1.5,3.5,3.75,3,3.75,4.33333333333333,2,1.1,1,1,1,1.16666666666667,1,2.25,3.2,3.75,2,3.5,3.33333333333333,1
"496b3c4ccd9b35446176dba1983b9d7df0fe527dfe87a4eb2f9911aec03f486d",23,1,2,1985,7,1,35,5,4,1,4,2,2,3,1,4,4,1,4,1,1,3,1,1,2,4,1,1,3,1,2,3,3,4,4,3,4,2,3,2,3,1,3,3,3,3,2,4,4,3,4,1,4,1,1,3,3,2,3,4,4,1,1,4,1,1,2,2,1,3,2,4,4,4,2,2,1,3,2,4,4,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,4,3,3,1,3,3,4,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,3,1,2,3,3,1,2,2,2,1,1,2,2,3,3,1,1,2,3,2,2,1,1,2,2,1,3,2,3,1,1,3,1,4,4,2,3,2,1,2,1,1,2,2,1,1,1,1,2,2,4,4,4,2,3,2,2,1,2,1,2,3,3,2,2,3,3,3,3,2,2,2,1,3,2,2,3,4,4,2,2,4,1,1,2,1,36,4.75,3.25,2.25,3.25,59,1.8,1.33333333333333,1,1.66666666666667,2.33333333333333,1.25,2.25,3.6,4,3.16666666666667,3.5,3,3.33333333333333,1.8,1.5,1.6,1.16666666666667,2,1.25,2,2.9,3.375,2.5,3,3,3
"4a42241e5eaba573ccc34d52c648e3224a630278e169334953b6642aa5a56de7",22,1,2,1992,7,0,39,5,4,1,3,3,1,4,1,3,4,1,4,2,1,4,1,1,3,2,1,1,3,1,3,1,1,4,3,4,3,1,1,1,1,1,3,2,3,2,1,4,2,1,3,1,4,1,1,4,3,3,4,3,3,1,1,4,1,1,2,2,1,4,4,4,5,5,5,5,4,2,3,3,3,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,1,3,2,2,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,2,1,1,3,3,3,4,1,4,1,1,1,3,3,1,1,3,1,1,4,4,1,3,1,1,1,1,1,4,1,3,2,1,4,1,3,4,1,4,1,1,4,1,1,3,1,1,1,1,1,2,1,1,4,2,4,3,1,1,1,1,1,2,1,3,2,1,4,1,2,3,1,3,1,1,4,3,2,4,3,2,1,1,4,1,1,2,1,29,4.75,4.25,4.75,2.75,55,1.1,1,1.2,1.5,1.16666666666667,1,3,3.2,3.5,3.16666666666667,3.5,3.66666666666667,1.66666666666667,1.1,1,1,1.16666666666667,1,1,2.75,3,3.25,2.33333333333333,3.5,3.66666666666667,1
"4a8f5707a538e9ab24e63644aeb3dba14dfaab73697b17689ff88fda8af24e49",13,1,2,1986,2,1,42,5,3,2,4,2,1,4,2,4,4,2,3,2,1,4,2,3,3,3,2,2,2,3,4,2,2,3,3,4,4,3,2,2,2,2,3,3,3,3,3,4,3,3,4,2,3,3,2,3,3,2,3,2,2,2,3,4,1,2,1,1,1,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,2,1,1,1,2,3,1,1,3,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,2,2,1,1,2,2,3,2,1,1,2,3,1,1,3,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,4,2,4,2,1,3,1,2,3,1,4,1,1,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,4,4,4,3,2,4,1,2,2,1,4,1,1,4,2,1,2,3,2,2,2,4,1,2,2,1,35,4,3.75,3,3,86,2.4,2.5,2,1.66666666666667,2.16666666666667,2.25,3,3.6,3.125,2.66666666666667,3.75,3.33333333333333,2.66666666666667,1.5,1.66666666666667,1.6,1.33333333333333,1,2.25,2,3.4,3.375,2.83333333333333,3.5,3,4
